u,theta_d,rho,vel
0,1.5707963267949,-4.32557620567973E-05,16.66666667
100,1.56643300293773,-0.00500001501091,16.66666667
100.872661807114,1.55770635838803,-0.005000016134171,16.66666667
101.745323670162,1.54897971156401,-0.005000014913594,16.66666667
102.617985540047,1.54025306659819,-0.005000018753221,16.66666667
103.490647457516,1.53152641532676,-0.005000013922986,16.66666667
104.363309248244,1.52279977272707,-0.005000013022285,16.66666667
105.235971117432,1.51407313101488,-0.00500001930082,16.66666667
106.10863304506,1.50534647851029,-0.005000015292968,16.66666667
106.981294881114,1.49661983334585,-0.005000015746662,16.66666667
107.853956739712,1.48789318729503,-0.005000014124256,16.66666667
108.726618594675,1.47916654397103,-0.005000022666802,16.66666667
109.599280474231,1.47043988609938,-0.005000007266054,16.66666667
110.471942256824,1.46171325497176,-0.005000024812872,16.66666667
111.344604163433,1.45298659316361,-0.005000009396024,16.66666667
112.217265957155,1.44425995841918,-0.005000014663101,16.66666667
113.089927832498,1.43553331403721,-0.005000019907315,16.66666667
113.962589715178,1.42680666067822,-0.005000012936103,16.66666667
114.835251555353,1.41808001957126,-0.005000015362982,16.66666667
115.707913421033,1.40935337405596,-0.005000015686781,16.66666667
116.580575295738,1.40062672792328,-0.005000027629339,16.66666667
117.453237171866,1.39190006144162,-0.005000004490384,16.66666667
118.325898947642,1.38317343538462,-0.005000018390642,16.66666667
119.198560815831,1.37444678468093,-0.005000007160471,16.66666667
120.071222668855,1.36572015333998,-0.005000024982619,16.66666667
120.943884584553,1.3569934909332,-0.005000020163817,16.66666667
121.81654642966,1.34826683742893,-0.005000003077205,16.66666667
122.68920824693,1.33954021344935,-0.00500001873924,16.66666667
123.561870151432,1.33081356181181,-0.005000027510582,16.66666667
124.434532033231,1.32208689532333,-0.005000009385379,16.66666667
125.307193846154,1.31336026061656,-0.005000014560173,16.66666667
126.179855698478,1.30463361664633,-0.005000011558766,16.66666667
127.052517557757,1.29590697776572,-0.005000018352296,16.66666667
127.925179439843,1.28718032698559,-0.005000018585087,16.66666667
128.797841307645,1.27845367593315,-0.005000010595498,16.66666667
129.670503162932,1.26972703877579,-0.0050000378345,16.66666667
130.543165040602,1.26100035448432,-0.00499999956095,16.66666667
131.415826814535,1.25227373711035,-0.00500001649507,16.66666667
132.288488668654,1.24354708978992,-0.005000009867946,16.66666667
133.161150520774,1.23482045391589,-0.005000022139765,16.66666667
134.033812398907,1.22609379664373,-0.005000012870358,16.66666667
134.906474246995,1.21736715562411,-0.005000000321321,16.66666667
135.779136110242,1.20864053612862,-0.005000036962263,16.66666667
136.651798033933,1.19991385279684,-0.005000028050078,16.66666667
137.524459874374,1.19118718567558,-0.0049999985388,16.66666667
138.397121666892,1.18246056995414,-0.005000020097202,16.66666667
139.269783528715,1.17373391634119,-0.004999997468127,16.66666667
140.142445374257,1.16500730199001,-0.005000035246482,16.66666667
141.01510728274,1.15628062171372,-0.004999999688163,16.66666667
141.88776912621,1.14755400356585,-0.00500002978328,16.66666667
142.760431021164,1.1388273328632,-0.005000015660427,16.66666667
143.633092870448,1.1301006870294,-0.00500001320478,16.66666667
144.505754721421,1.12137404543467,-0.005000026013948,16.66666667
