4021					
0	0	0	0	0	1
0.05	0	0	0	0	1
0.099971	-0.064203	0	0	0	1
0.19995	-0.062463	0	0	0	1
0.29352	-0.06778	0	0	0	1
0.39064	-0.06958	0	0	0	1
0.49062	-0.06821	0	0	0	1
0.59061	-0.066708	0	0	0	1
0.69059	-0.065305	0	0	0	1
0.79058	-0.063733	0	0	0	1
0.89057	-0.061872	0	0	0	1
0.99056	-0.060004	0	0	0	1
1.0905	-0.058391	0	0	0	1
1.1905	-0.056676	0	0	0	1
1.2905	-0.055359	0	0	0	1
1.3905	-0.053964	0	0	0	1
1.4905	-0.053184	0	0	0	1
1.5905	-0.052965	0	0	0	1
1.6905	-0.052807	0	0	0	1
1.7905	-0.052843	0	0	0	1
1.8905	-0.052476	0	0	0	1
1.9904	-0.052102	0	0	0	1
2.0904	-0.051979	0	0	0	1
2.1904	-0.052149	0	0	0	1
2.2904	-0.052192	0	0	0	1
2.3904	-0.052136	0	0	0	1
2.4904	-0.051954	0	0	0	1
2.5904	-0.051885	0	0	0	1
2.6904	-0.051837	0	0	0	1
2.7904	-0.05195	0	0	0	1
2.8904	-0.051999	0	0	0	1
2.9904	-0.051891	0	0	0	1
3.0904	-0.051916	0	0	0	1
3.1904	-0.051811	0	0	0	1
3.2904	-0.051728	0	0	0	1
3.3904	-0.051559	0	0	0	1
3.4904	-0.051459	0	0	0	1
3.5904	-0.051177	0	0	0	1
3.6904	-0.050829	0	0	0	1
3.7904	-0.050701	0	0	0	1
3.8904	-0.050797	0	0	0	1
3.9904	-0.050669	0	0	0	1
4.0904	-0.050737	0	0	0	1
4.1904	-0.050654	0	0	0	1
4.2904	-0.050698	0	0	0	1
4.3904	-0.050713	0	0	0	1
4.4904	-0.050768	0	0	0	1
4.5904	-0.050797	0	0	0	1
4.6903	-0.050793	0	0	0	1
4.7903	-0.050766	0	0	0	1
4.8903	-0.05067	0	0	0	1
4.9903	-0.050654	0	0	0	1
5.0903	-0.050561	0	0	0	1
5.1903	-0.050491	0	0	0	1
5.2903	-0.050415	0	0	0	1
5.3903	-0.050309	0	0	0	1
5.4903	-0.050419	0	0	0	1
5.5903	-0.050419	0	0	0	1
5.6903	-0.050422	0	0	0	1
5.7902	-0.050665	0	0	0	1
5.8902	-0.050759	0	0	0	1
5.9902	-0.050879	0	0	0	1
6.0902	-0.050776	0	0	0	1
6.1902	-0.051003	0	0	0	1
6.2902	-0.051039	0	0	0	1
6.3902	-0.051396	0	0	0	1
6.4902	-0.051581	0	0	0	1
6.5902	-0.051731	0	0	0	1
6.6902	-0.052031	0	0	0	1
6.7902	-0.052385	0	0	0	1
6.8902	-0.05266	0	0	0	1
6.9902	-0.05304	0	0	0	1
