u,theta_d,rho,vel
6.06708772,-0.041836247,0.174334338,16.66666667
6.109122554,-0.018573942,0.011829417,16.66666667
6.200522736,-0.016309632,0.003618327,16.66666667
6.300536038,-0.015585874,0.003914265,16.66666667
6.400548185,-0.014802931,0.004171345,16.66666667
6.500559142,-0.013968575,0.004294398,16.66666667
6.600568899,-0.013109617,0.004383507,16.66666667
6.700577493,-0.012232845,0.004439697,16.66666667
6.800584976,-0.011344844,0.004461125,16.66666667
6.900591411,-0.010452566,0.004448774,16.66666667
7.000596874,-0.009562767,4.40E-03,16.66666667
7.100601447,-0.008682198,4.36E-03,16.66666667
7.200605216,-0.007810963,4.31E-03,16.66666667
7.300608267,-0.006949157,4.26E-03,16.66666667
7.400610681,-0.006096888,4.21E-03,16.66666667
7.50061254,-0.005254115,4.03E-03,16.66666667
7.60061392,-0.004447597,0.00381767,16.66666667
7.700614909,-0.003684057,0.003569193,16.66666667
7.800615588,-0.002970214,3.29E-03,16.66666667
7.900616029,-0.002312781,2.97E-03,16.66666667
8.000616296,-0.001718456,2.62E-03,16.66666667
8.100616444,-0.00119393,2.28E-03,16.66666667
8.200616515,-0.000738812,1.93E-03,16.66666667
8.300616543,-0.000353559,1.58E-03,16.66666667
8.400616549,-3.82E-05,1.27E-03,16.66666667
8.500616549,0.000215122,9.57E-04,16.66666667
8.600616551,0.000406458,6.47E-04,16.66666667
8.700616559,0.00053594,3.39E-04,16.66666667
8.800616574,0.000603664,6.83E-05,16.66666667
8.900616592,0.00061733,-6.82E-05,16.66666667
9.000616611,0.000603695,-1.71E-04,16.66666667
9.100616629,0.00056947,-2.41E-04,16.66666667
9.200616646,0.000521354,-2.77E-04,16.66666667
9.300616659,0.000466042,-0.000279138,16.66666667
9.40061667,0.000410214,-0.000248317,16.66666667
9.500616678,0.000360551,-0.000217356,16.66666667
9.600616685,0.000317079,-0.000186271,16.66666667
9.70061669,0.000279825,-0.000154901,16.66666667
9.800616694,0.000248845,-0.000161882,16.66666667
9.900616697,0.000216469,-0.000168361,16.66666667
10.0006167,0.000182797,-0.000174356,16.66666667
10.1006167,0.000147925,-0.000179907,16.66666667
10.2006167,0.000111944,-0.000185106,16.66666667
10.3006167,7.49E-05,-0.000190037,16.66666667
10.4006167,3.69E-05,-0.000194702,16.66666667
10.5006167,-2.03E-06,-0.000201266,16.66666667
10.6006167,-4.23E-05,-0.000205472,16.66666667
10.7006167,-8.34E-05,-0.000209434,16.66666667
10.8006167,-1.25E-04,-0.000213096,16.66666667
10.9006167,-1.68E-04,-0.000216355,16.66666667
11.00061671,-2.11E-04,-0.000219139,16.66666667
11.10061671,-2.55E-04,-0.000221262,16.66666667
11.20061671,-0.00029923,-0.000222676,16.66666667
11.30061672,-0.000343765,-0.000223455,16.66666667
11.40061672,-0.000388456,-0.000223592,16.66666667
11.50061673,-0.000433174,-0.000223127,16.66666667
11.60061674,-0.0004778,-0.000222108,16.66666667
11.70061675,-0.000522221,-0.00022056,16.66666667
11.80061676,-0.000566333,-0.000218501,16.66666667
11.90061678,-0.000610033,-0.00021589,16.66666667
12.0006168,-0.000653211,-0.000212748,16.66666667
12.10061682,-0.000695761,-0.00020918,16.66666667
12.20061684,-0.000737597,-0.000205344,16.66666667
12.30061687,-0.000778666,-0.000201433,16.66666667
12.4006169,-0.000818953,-0.000197441,16.66666667
12.50061693,-0.000858441,-0.000193308,16.66666667
12.60061697,-0.000897103,-0.000188975,16.66666667
