0,0.352,0.16,0.19,0.205,0.235,0.273,0.295,0.34231,0.365,0.405,0.43556,0.45857,0.483,0.53875,0.59429,0.645,0.75656,0.87234,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.41286,0.17,0.2,0.23,0.26,0.292,0.31833,0.38,0.40941,0.44059,0.47071,0.49444,0.52846,0.5744,0.63,0.71722,0.85253,0.9575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.47375,0.18,0.21667,0.255,0.3,0.3125,0.352,0.38,0.42667,0.48357,0.51609,0.55034,0.5884,0.63043,0.69935,0.82913,0.92864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.54778,0.17,0.2125,0.255,0.3,0.33,0.378,0.406,0.45,0.49,0.565,0.61421,0.65083,0.714,0.832,0.933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.64583,0.185,0.224,0.27667,0.33,0.36,0.40778,0.439,0.47,0.52,0.6,0.76,0.73174,0.84962,0.93652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.77267,0.2,0.242,0.2975,0.35,0.4,0.43111,0.4625,0.505,0.575,0.68,0.85857,0.91867,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.94,0.18,0.24,0.30857,0.36,0.42,0.455,0.48875,0.53308,0.6,0.71864,0.84129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.19,0.2,0.26,0.335,0.37,0.43,0.498,0.52714,0.58,0.645,0.795,0.91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.195,0.208,0.28,0.34,0.385,0.44,0.52667,0.57091,0.62,0.70875,0.86676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.197,0.245,0.3,0.365,0.41,0.45,0.55,0.6125,0.68688,0.77889,0.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.2,0.24,0.305,0.365,0.435,0.46,0.6,0.67167,0.71,0.89757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.21,0.23,0.305,0.388,0.455,0.48,0.65,0.7,0.83529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.215,0.2,0.325,0.4075,0.46333,0.56,0.69,0.74,0.95667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.22,0.22,0.352,0.425,0.48833,0.6,0.785,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.235,0.245,0.37667,0.45,0.52167,0.625,0.86789,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.26,0.374,0.45,0.5,0.62545,0.9225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.275,0.395,0.475,0.535,0.67778,0.815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.29667,0.42,0.52143,0.575,0.665,0.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.30333,0.445,0.52857,0.60833,0.73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.325,0.47,0.57,0.64,0.855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.34667,0.505,0.63,0.68444,0.965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.366,0.56,0.7,0.761,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.392,0.625,0.865,0.8375,0.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.41,0.675,0.83333,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.41,0.465,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.44,0.485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.465,0.525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.49,0.585,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.525,0.645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.57,0.775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.62,0.935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
