287					
0	0	0	0	0	1
0.079	0	0	0	0	1
10.079	0	0	0	0	1
20.079	0	0	0	0	1
30.079	0	0	0	0	1
40.079	0	0	0	0	1
50.079	0	0	0	0	1
60.079	0	0	0	0	1
70.079	0	0	0	0	1
80.079	0	0	0	0	1
90.079	0	0	0	0	1
100	0	0	0	0	1
110	0	0	0	0	1
120	0	0	0	0	1
130	0	0	0	0	1
140	0	0	0	0	1
150	0	0	0	0	1
160	0	0	0	0	1
170	0	0	0	0	1
180	0	0	0	0	1
190	0	0	0	0	1
200	0	0	0	0	1
205.1	0	0	0	0	1
207.1	0	0	0	0	1
209.1	0	0	0	0	1
211.1	0	0	0	0	1
213.1	0	0	0	0	1
215.1	0	0	0	0	1
217.1	-0.04	0	0	0	1
219.097	-0.14	0	0	0	1
221.089	-0.31	0	0	0	1
223.075	-0.55	0	0	0	1
225.052	-0.85	0	0	0	1
227.018	-1.22	0	0	0	1
228.971	-1.65	0	0	0	1
230.907	-2.15	0	0	0	1
232.827	-2.71	0	0	0	1
234.726	-3.34	0	0	0	1
236.604	-4.02	0	0	0	1
238.457	-4.78	0	0	0	1
240.285	-5.59	0	0	0	1
242.084	-6.46	0	0	0	1
243.853	-7.39	0	0	0	1
245.59	-8.38	0	0	0	1
247.294	-9.43	0	0	0	1
248.961	-10.54	0	0	0	1
250.591	-11.7	0	0	0	1
252.181	-12.91	0	0	0	1
253.729	-14.17	0	0	0	1
255.235	-15.49	0	0	0	1
256.696	-16.86	0	0	0	1
258.111	-18.27	0	0	0	1
259.478	-19.73	0	0	0	1
260.795	-21.23	0	0	0	1
262.062	-22.78	0	0	0	1
263.276	-24.37	0	0	0	1
264.437	-26	0	0	0	1
265.542	-27.67	0	0	0	1
266.592	-29.37	0	0	0	1
267.584	-31.1	0	0	0	1
268.518	-32.87	0	0	0	1
269.392	-34.67	0	0	0	1
270.206	-36.5	0	0	0	1
270.958	-38.35	0	0	0	1
271.649	-40.23	0	0	0	1
272.276	-42.13	0	0	0	1
272.84	-44.05	0	0	0	1
273.34	-45.98	0	0	0	1
273.774	-47.94	0	0	0	1
274.144	-49.9	0	0	0	1
274.448	-51.88	0	0	0	1
274.685	-53.86	0	0	0	1
274.857	-55.86	0	0	0	1
274.962	-57.85	0	0	0	1
275	-59.85	0	0	0	1
274.971	-61.85	0	0	0	1
274.876	-63.85	0	0	0	1
274.715	-65.84	0	0	0	1
274.487	-67.83	0	0	0	1
274.193	-69.81	0	0	0	1
273.833	-71.78	0	0	0	1
273.408	-73.73	0	0	0	1
272.918	-75.67	0	0	0	1
272.364	-77.59	0	0	0	1
271.746	-79.49	0	0	0	1
271.064	-81.37	0	0	0	1
270.321	-83.23	0	0	0	1
269.516	-85.06	0	0	0	1
